id,name,now_cost,position,team,transfers_in,expected_goals,red_cards,form_rank,transfers_out_event,ict_index,chance_of_playing_this_round,starts,creativity,expected_assists,ict_index_rank,cost_change_event,expected_goals_conceded_per_90,in_dreamteam,expected_goals_conceded,expected_goals_per_90,selected_by_percent,transfers_out,clean_sheets_per_90,cost_change_start_fall,ict_index_rank_type,dreamteam_count,transfers_in_event,own_goals,goals_conceded_per_90,corners_and_indirect_freekicks_order,goals_scored,influence_rank,cost_change_start,threat_rank,selected_rank_type,news_added,event_points,ep_this,status,value_season,expected_goal_involvements,starts_per_90,bonus,threat,points_per_game_rank,cost_change_event_fall,yellow_cards,web_name,direct_freekicks_order,saves,news,penalties_saved,creativity_rank_type,points_per_game,total_points,creativity_rank,bps,value_form,now_cost_rank,expected_goal_involvements_per_90,penalties_order,saves_per_90,now_cost_rank_type,goals_conceded,expected_assists_per_90,form,points_per_game_rank_type,ep_next,clean_sheets,assists,selected_rank,influence,influence_rank_type,threat_rank_type,minutes,penalties_missed,form_rank_type,chance_of_playing_next_round
460,Jonathan Panzo,40,DEF,Nott'm Forest,884,0.00,0,467,3,0.0,0.0,0,0.0,0.00,596,0,0.0,False,0.00,0.0,0.1,10204,0.0,0,210,0,0,0,0.0,,0,592,0,543,196,2023-09-01T14:45:03.225842Z,0,0.0,u,0.0,0.00,0.0,0,0.0,609,0,0,Panzo,,0,Season-long loan to Cardiff City,0,208,0.0,0,578,0,0.0,706,0.0,,0.0,180,0,0.0,0.0,209,0.0,0,0,503,0.0,210,202,0,0,167,0.0
461,Omar Richards,44,DEF,Nott'm Forest,88,0.00,0,603,2,0.0,0.0,0,0.0,0.00,697,0,0.0,False,0.00,0.0,0.0,3948,0.0,1,271,0,0,0,0.0,,0,695,-1,661,235,2023-08-16T16:30:07.161960Z,0,0.0,u,0.0,0.00,0.0,0,0.0,710,0,0,O.Richards,,0,Season-long loan to Olympiakos,0,271,0.0,0,688,0,0.0,546,0.0,,0.0,98,0,0.0,0.0,270,0.0,0,0,649,0.0,271,269,0,0,252,0.0
462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,296,0.00,0,643,2,0.0,0.0,0,0.0,0.00,727,0,0.0,False,0.00,0.0,0.0,5457,0.0,0,280,0,0,0,0.0,,0,724,0,699,260,2023-08-21T08:31:03.509832Z,0,0.0,u,0.0,0.00,0.0,0,0.0,735,0,0,G.Scarpa,,0,Season long loan to Olympiacos,0,279,0.0,0,719,0,0.0,369,0.0,,0.0,226,0,0.0,0.0,286,0.0,0,0,674,0.0,279,270,0,0,228,0.0
463,Jonjo Shelvey,48,MID,Nott'm Forest,290,0.00,0,769,0,0.0,0.0,0,0.0,0.00,818,0,0.0,False,0.00,0.0,0.0,2890,0.0,2,343,0,0,0,0.0,,0,817,-2,806,259,2023-09-18T10:37:34.955618Z,0,0.0,u,0.0,0.00,0.0,0,0.0,818,0,0,J.Shelvey,,0,Season long loan to Çaykur Rizespor,0,342,0.0,0,814,0,0.0,265,0.0,,0.0,171,0,0.0,0.0,343,0.0,0,0,672,0.0,343,340,0,0,313,0.0
464,Sam Surridge,45,FWD,Nott'm Forest,0,0.00,0,646,15,0.0,0.0,0,0.0,0.00,728,0,0.0,False,0.00,0.0,0.1,28048,0.0,0,77,0,0,0,0.0,,0,725,0,701,62,2023-07-26T11:30:33.401435Z,0,0.0,u,0.0,0.00,0.0,0,0.0,736,0,0,Surridge,,0,Joined Nashville SC on a permanent transfer,0,76,0.0,0,720,0,0.0,380,0.0,,0.0,66,0,0.0,0.0,80,0.0,0,0,403,0.0,75,75,0,0,63,0.0
465,Harry Toffolo,44,DEF,Nott'm Forest,62775,1.10,0,376,297,77.3,100.0,14,267.7,1.14,204,0,1.48,False,22.04,0.07,0.2,53496,0.13,1,57,1,22,0,1.74,,1,213,-1,195,145,2023-11-05T22:00:09.521464Z,1,0.7,a,11.4,2.24,0.94,3,171.0,228,0,3,Toffolo,,0,,0,28,2.4,50,145,248,0.0,527,0.15,,0.0,88,26,0.08,0.2,67,0.2,2,3,355,335.4,79,42,1344,0,134,100.0
466,Hwang Ui-jo,44,FWD,Nott'm Forest,22938,0.00,0,601,40,0.0,0.0,0,0.0,0.00,695,0,0.0,False,0.00,0.0,0.2,130818,0.0,1,70,0,0,0,0.0,,0,693,-1,659,47,2023-09-03T20:12:47.865585Z,0,0.0,u,0.0,0.00,0.0,0,0.0,708,0,0,Ui-jo,,0,Season-long loan to Norwich City,0,70,0.0,0,686,0,0.0,544,0.0,,0.0,103,0,0.0,0.0,75,0.0,0,0,318,0.0,69,68,0,0,56,0.0
467,Neco Williams,43,DEF,Nott'm Forest,41722,0.74,0,308,591,72.8,75.0,18,195.2,1.54,216,0,1.27,False,23.05,0.04,0.3,43519,0.06,2,62,0,6,0,1.82,4.0,0,180,-2,220,129,2024-04-28T22:00:09.286323Z,0,0.8,d,9.1,2.28,0.99,2,139.0,399,0,4,Williams,3.0,0,Muscle injury - 75% chance of playing,0,44,1.5,39,194,224,0.1,635,0.13,,0.0,139,33,0.09,0.6,138,0.4,1,1,310,393.4,64,56,1630,0,98,75.0
468,Chris Wood,48,FWD,Nott'm Forest,632223,9.86,0,109,9254,146.9,100.0,18,276.3,0.92,72,0,1.34,False,24.35,0.54,1.9,513939,0.11,2,15,5,1180,0,1.65,,12,104,-2,35,25,2024-02-02T16:27:18.071854Z,2,3.3,a,24.2,10.78,0.99,19,670.0,45,0,0,Wood,,0,,0,19,4.0,116,140,406,0.6,268,0.59,,0.0,56,30,0.05,2.8,9,2.8,2,1,149,523.8,12,16,1633,0,16,100.0
469,Joe Worrall,43,DEF,Nott'm Forest,5322,0.10,1,572,11,13.0,0.0,5,22.1,0.31,438,0,1.85,False,9.01,0.02,0.1,10611,0.21,2,159,0,0,0,1.85,,0,394,-2,417,189,2024-02-05T18:39:44.767291Z,0,0.0,u,3.0,0.41,1.03,3,18.0,328,0,0,Worrall,,0,On loan to Beşiktaş until the end of the season,0,160,1.9,13,428,74,0.0,633,0.08,,0.0,138,9,0.06,0.0,112,0.0,1,0,483,90.0,152,150,438,0,239,0.0
470,Ryan Yates,48,MID,Nott'm Forest,2216,2.39,0,150,10,65.5,100.0,19,120.2,0.58,235,0,1.45,False,29.91,0.12,0.0,4498,0.05,2,118,0,14,0,1.8,,1,237,-2,148,216,2023-10-02T09:30:09.366703Z,7,2.7,a,11.0,2.97,0.92,1,234.0,392,0,6,Yates,,0,,0,153,1.6,53,265,213,0.5,290,0.15,,0.0,188,37,0.03,2.2,171,2.2,1,0,603,302.4,99,94,1851,0,71,100.0
604,Olu Aina,45,DEF,Nott'm Forest,84193,0.26,0,241,511,50.1,100.0,19,165.0,0.93,279,0,1.53,False,27.20,0.01,0.3,76473,0.11,0,91,1,452,0,2.02,,1,249,0,360,127,2024-02-23T15:30:09.819719Z,2,1.7,a,9.8,1.19,1.07,2,43.0,290,0,3,Aina,,0,,0,59,2.1,44,225,273,0.3,362,0.06,,0.0,56,36,0.05,1.2,98,1.2,2,1,307,292.0,93,119,1600,0,74,100.0
636,George Shelvey,39,GKP,Nott'm Forest,2259,0.00,0,437,9,0.0,0.0,0,0.0,0.00,569,0,0.0,False,0.00,0.0,0.0,4061,0.0,1,57,0,0,0,0.0,,0,565,-1,512,74,2024-02-17T19:37:30.530445Z,0,0.0,u,0.0,0.00,0.0,0,0.0,581,0,0,G.Shelvey,,0,Permanent transfer to Dundalk,0,40,0.0,0,551,0,0.0,833,0.0,,0.0,86,0,0.0,0.0,57,0.0,0,0,559,0.0,57,27,0,0,49,0.0
637,Josh Powell,39,DEF,Nott'm Forest,17784,0.00,0,446,103,0.0,,0,0.0,0.00,578,0,0.0,False,0.00,0.0,0.2,14404,0.0,1,198,0,225,0,0.0,,0,574,-1,523,143,,0,0.5,a,0.0,0.00,0.0,0,0.0,590,0,0,Powell,,0,,0,196,0.0,0,560,0,0.0,845,0.0,,0.0,269,0,0.0,0.0,196,0.0,0,0,349,0.0,198,189,0,0,153,
679,Gonzalo Montiel,44,DEF,Nott'm Forest,15289,0.11,0,310,53,25.8,100.0,6,92.8,0.73,376,0,1.27,False,8.99,0.02,0.1,13857,0.14,1,134,1,36,0,1.28,,0,358,-1,392,200,2024-03-14T15:30:10.566272Z,1,1.1,a,5.2,0.84,0.85,3,28.0,331,0,5,G.Montiel,,0,,0,98,1.9,23,308,121,0.1,551,0.12,,0.0,103,9,0.1,0.6,114,0.6,1,2,511,139.2,136,137,635,0,100,100.0
696,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,65360,1.71,0,339,525,88.4,100.0,30,104.5,0.62,174,0,1.38,False,39.97,0.06,0.3,41864,0.1,0,48,0,202,1,1.79,,0,65,0,213,128,2024-04-28T22:00:09.455702Z,2,0.9,a,12.2,2.33,1.03,1,149.0,354,0,5,Murillo,,0,,0,93,1.8,55,297,428,0.1,502,0.08,,0.0,82,52,0.02,0.4,122,0.4,3,2,309,630.4,23,52,2610,0,115,100.0
710,Odysseas Vlachodimos,45,GKP,Nott'm Forest,19244,0.00,0,635,57,11.2,,5,10.0,0.01,447,0,1.5,False,7.48,0.0,0.1,17840,0.2,0,31,0,31,0,2.4,,0,387,0,692,65,,0,0.5,a,2.7,0.01,1.0,0,0.0,233,0,0,Odysseas,,10,,0,10,2.4,12,454,79,0.0,358,0.0,,2.0,18,12,0.0,0.0,30,0.0,1,0,463,101.8,31,81,450,0,93,
711,Andrew Omobamidele,45,DEF,Nott'm Forest,2675,0.14,0,315,24,18.9,,8,25.1,0.02,409,0,1.35,False,11.77,0.02,0.0,2444,0.0,0,145,0,15,1,1.73,,0,349,0,428,219,,0,1.1,a,2.4,0.16,0.92,0,16.0,487,0,2,Omobamidele,,0,,0,155,1.0,11,419,94,0.1,426,0.02,,0.0,80,15,0.0,0.6,170,0.6,0,0,573,148.6,132,158,782,0,104,
712,Nicolás Domínguez,50,MID,Nott'm Forest,10644,1.30,0,266,27,70.4,75.0,19,175.6,1.14,222,0,1.28,False,21.11,0.08,0.0,9618,0.36,0,110,1,4,0,1.64,,2,211,0,179,215,2024-04-28T22:00:09.477533Z,1,1.1,a,13.4,2.44,1.15,6,187.0,188,0,3,Dominguez,,0,,0,132,2.7,67,211,274,0.2,202,0.15,,0.0,123,27,0.07,1.0,83,1.0,6,2,602,339.4,85,105,1485,0,133,100.0
713,Ibrahim Sangaré,49,MID,Nott'm Forest,2325,0.67,0,343,1,30.5,100.0,13,102.6,0.39,353,0,1.29,False,14.37,0.06,0.0,2215,0.36,1,161,0,3,0,1.35,,0,341,-1,361,273,2024-02-23T15:30:10.041810Z,0,0.9,a,4.9,1.06,1.17,0,43.0,403,0,6,Sangaré,,0,,0,166,1.5,24,303,85,0.1,243,0.1,,0.0,155,15,0.04,0.4,178,0.4,4,0,703,159.4,146,187,999,0,160,100.0
714,Divock Origi,50,FWD,Nott'm Forest,45752,1.22,0,319,186,25.0,100.0,6,107.8,0.82,382,0,1.48,False,9.78,0.18,0.1,39326,0.3,0,48,0,102,0,0.91,,0,442,0,277,58,2024-01-06T01:00:11.316351Z,0,1.1,a,5.0,2.04,0.91,0,99.0,440,0,1,Origi,,0,,0,40,1.2,25,290,59,0.1,179,0.3,,0.0,43,6,0.12,0.6,55,0.6,2,1,379,50.4,50,48,594,0,40,100.0
779,Jamie McDonnell,45,MID,Nott'm Forest,383,0.00,0,720,1,0.0,,0,0.0,0.00,788,0,0.0,False,0.00,0.0,0.0,305,0.0,0,325,0,1,0,0.0,,0,785,0,768,338,,0,0.5,a,0.0,0.00,0.0,0,0.0,790,0,0,McDonnell,,0,,0,324,0.0,0,781,0,0.0,474,0.0,,0.0,288,0,0.0,0.0,327,0.0,0,0,813,0.0,324,319,0,0,283,
780,Detlef Esapa Osong,45,FWD,Nott'm Forest,1230,0.00,0,729,7,0.0,,0,0.0,0.00,794,0,0.0,False,0.00,0.0,0.0,879,0.0,0,94,0,20,0,0.0,,0,791,0,775,100,,0,0.5,a,0.0,0.00,0.0,0,0.0,796,0,0,Osong,,0,,0,93,0.0,0,787,0,0.0,486,0.0,,0.0,89,0,0.0,0.0,95,0.0,0,0,708,0.0,92,93,0,0,82,
781,Joe Gardner,45,FWD,Nott'm Forest,1692,0.00,0,730,17,0.0,,0,0.0,0.00,795,0,0.0,False,0.00,0.0,0.0,1129,0.0,0,95,0,8,0,0.0,,0,792,0,776,96,,0,0.5,a,0.0,0.00,0.0,0,0.0,797,0,0,Gardner,,0,,0,94,0.0,0,788,0,0.0,487,0.0,,0.0,90,0,0.0,0.0,96,0.0,0,0,694,0.0,93,94,0,0,83,
801,Giovanni Reyna,47,MID,Nott'm Forest,1956,0.36,0,206,14,21.4,100.0,2,102.7,0.36,399,0,0.82,False,2.09,0.14,0.0,1461,0.0,3,181,0,4,0,1.18,,0,440,-3,340,289,2024-03-08T16:30:10.923429Z,0,2.1,a,2.8,0.72,0.79,0,55.0,417,0,0,Reyna,,0,,0,165,1.4,13,301,44,0.3,320,0.28,,0.0,207,3,0.14,1.6,184,1.6,0,1,736,55.0,189,175,228,0,96,100.0
808,Matz Sels,45,GKP,Nott'm Forest,30924,0.00,0,184,444,25.6,,14,0.0,0.09,378,0,1.25,False,17.48,0.0,0.2,16040,0.07,0,27,0,171,0,1.64,,0,279,0,691,55,,3,2.3,a,6.9,0.09,1.0,1,0.0,273,0,1,Sels,,33,,0,89,2.2,31,712,182,0.4,355,0.01,,2.36,17,23,0.01,1.8,34,1.8,1,0,369,256.0,28,80,1260,0,17,
809,Rodrigo Duarte Ribeiro,45,FWD,Nott'm Forest,1472,0.00,0,337,26,0.9,,0,1.3,0.00,516,0,0.45,False,0.06,0.0,0.0,1035,0.0,0,63,0,16,0,0.0,,0,530,0,449,98,,0,0.9,a,0.7,0.00,0.0,0,6.0,504,0,0,Ribeiro,,0,,0,61,1.0,3,487,6,0.1,494,0.0,,0.0,93,0,0.0,0.4,64,0.4,0,0,701,1.2,64,62,12,0,41,
27,Auston Trusty,39,DEF,Sheffield Utd,347973,0.38,0,323,1473,68.9,,26,106.1,0.76,228,0,1.81,False,48.10,0.01,1.9,262523,0.04,1,66,0,809,0,2.9,,0,133,-1,270,63,,1,0.0,a,6.4,1.14,0.98,0,102.0,535,0,4,Trusty,,0,,0,91,0.8,25,294,323,0.1,820,0.04,,0.0,255,77,0.03,0.5,175,0.0,1,0,146,478.0,48,79,2388,0,107,
33,Cameron Archer,42,FWD,Sheffield Utd,1565499,4.94,0,164,3209,89.5,100.0,19,297.1,1.37,169,0,1.99,False,37.29,0.26,3.5,1797599,0.11,3,30,0,2311,0,2.51,,4,268,-3,109,17,2024-02-19T00:30:07.677764Z,2,1.5,a,18.6,6.31,1.01,9,333.0,171,0,2,Archer,,0,,0,17,2.8,78,130,241,0.5,670,0.33,,0.0,111,47,0.07,2.0,30,1.5,2,3,96,263.8,32,35,1688,0,23,100.0
255,Mason Holgate,40,DEF,Sheffield Utd,10853,0.55,1,352,227,15.0,100.0,9,22.7,0.20,423,0,2.41,False,18.47,0.07,0.4,142911,0.0,0,150,0,27,0,3.52,,0,377,0,413,111,2024-05-04T18:00:08.858520Z,0,-0.2,n,0.0,0.75,1.17,0,19.0,602,0,3,Holgate,,0,Ineligible to face his parent club on 11/5. - Expected back 19 May,0,158,0.0,0,425,66,0.1,699,0.1,,0.0,174,27,0.03,0.3,203,0.0,0,0,271,108.8,147,148,690,0,119,0.0
360,James McAtee,44,MID,Sheffield Utd,247651,2.98,0,210,646,106.0,100.0,20,394.4,2.16,126,0,1.95,False,39.34,0.15,0.5,206977,0.1,1,76,0,197,0,3.22,3.0,3,215,-1,110,73,2024-04-24T23:00:09.051781Z,1,1.0,a,17.5,5.14,0.99,0,333.0,211,0,2,McAtee,2.0,0,,0,66,2.5,77,86,259,0.3,571,0.26,3.0,0.0,330,65,0.11,1.5,88,1.0,2,4,245,333.8,86,71,1815,0,99,100.0
471,Anel Ahmedhodžić,43,DEF,Sheffield Utd,24256,3.03,1,275,325,87.1,100.0,28,92.4,0.57,182,0,2.03,False,57.85,0.11,0.2,48774,0.04,2,50,1,39,0,3.02,,2,91,-2,154,137,2024-05-04T18:00:09.168859Z,-2,0.3,s,7.0,3.60,0.98,4,228.0,471,0,9,Ahmedhodžić,,0,Suspended until 19 May,0,99,1.0,30,310,316,0.2,642,0.13,,0.0,143,86,0.02,0.8,168,0.0,1,0,335,547.4,35,16,2559,0,84,0.0
472,Jordan Amissah,39,GKP,Sheffield Utd,28381,0.00,0,445,94,0.0,,0,0.0,0.00,577,0,0.0,False,0.00,0.0,0.3,34435,0.0,1,63,0,15,0,0.0,,0,573,-1,521,39,,0,-0.5,a,0.0,0.00,0.0,0,0.0,589,0,0,Amissah,,0,,0,46,0.0,0,559,0,0.0,843,0.0,,0.0,92,0,0.0,0.0,63,-0.5,0,0,299,0.0,63,33,0,0,55,
473,George Baldock,38,DEF,Sheffield Utd,706998,0.03,0,406,3841,29.6,0.0,11,102.6,0.63,356,0,2.06,False,22.11,0.0,4.3,1612073,0.0,2,127,0,780,0,1.95,,0,331,-2,408,33,2024-03-28T17:00:09.535291Z,0,0.0,i,5.5,0.66,1.02,2,21.0,382,0,4,Baldock,,0,Calf injury - Expected back 11 May,0,96,1.6,21,302,117,0.0,851,0.06,,0.0,272,21,0.06,0.0,131,0.0,0,2,90,173.6,126,145,968,0,139,0.0
474,Chris Basham,39,DEF,Sheffield Utd,98468,0.12,0,414,94,11.1,0.0,3,27.4,0.07,449,0,2.03,False,7.12,0.03,0.3,119049,0.0,1,163,0,12,0,1.71,,0,426,-1,432,116,2023-10-07T21:00:08.209470Z,0,0.0,i,2.1,0.19,0.85,0,14.0,453,0,1,Basham,,0,Leg injury - Unknown return date,0,153,1.0,8,414,35,0.0,803,0.05,,0.0,249,6,0.02,0.0,155,0.0,0,0,286,69.2,162,160,316,0,142,0.0
476,Jayden Bogle,45,DEF,Sheffield Utd,42884,2.35,0,104,240,99.3,100.0,30,171.3,1.08,143,0,1.81,False,52.41,0.08,0.1,36573,0.1,0,30,0,170,1,2.59,,3,123,0,111,152,2024-04-24T23:00:09.306418Z,1,2.3,a,13.3,3.43,1.04,0,333.0,334,0,9,Bogle,,0,,0,55,1.9,60,217,335,0.6,388,0.12,,0.0,71,75,0.04,2.8,117,2.3,3,3,377,488.2,44,5,2607,0,31,100.0
477,Rhian Brewster,49,FWD,Sheffield Utd,4392,0.27,1,792,9,12.9,25.0,3,27.2,0.06,440,0,1.93,False,6.46,0.08,0.0,9647,0.0,1,54,0,16,0,2.09,,0,481,-1,298,82,2024-03-06T17:30:09.286653Z,0,-0.1,a,1.8,0.33,0.9,0,82.0,540,0,0,Brewster,,0,,0,56,0.8,9,416,10,0.0,237,0.1,,0.0,50,7,0.02,0.0,71,-0.5,0,0,586,19.8,57,52,301,0,95,100.0
478,Ismaila Coulibaly,44,MID,Sheffield Utd,4541,0.00,0,618,6,0.0,0.0,0,0.0,0.00,711,0,0.0,False,0.00,0.0,0.0,6862,0.0,1,270,0,0,0,0.0,,0,709,-1,676,209,2024-02-04T18:51:36.229561Z,0,0.0,u,0.0,0.00,0.0,0,0.0,723,0,0,Coulibaly,,0,Season-long loan to AIK,0,271,0.0,0,702,0,0.0,579,0.0,,0.0,334,0,0.0,0.0,278,0.0,0,0,592,0.0,269,258,0,0,214,0.0
479,Adam Davies,40,GKP,Sheffield Utd,10990,0.00,0,452,44,0.0,100.0,0,0.0,0.00,581,0,0.0,False,0.00,0.0,0.2,17211,0.0,0,65,0,44,0,0.0,,0,577,0,528,54,2023-10-12T09:30:10.081141Z,0,-0.5,a,0.0,0.00,0.0,0,0.0,593,0,0,A.Davies,,0,,0,48,0.0,0,563,0,0.0,689,0.0,,0.0,38,0,0.0,0.0,65,-0.5,0,0,367,0.0,65,36,0,0,58,100.0
480,John Egan,42,DEF,Sheffield Utd,4724,0.17,0,549,6,13.1,25.0,6,1.4,0.00,437,0,2.77,False,14.85,0.03,0.1,15726,0.0,3,158,0,1,0,3.17,,0,393,-3,366,198,2023-09-30T23:00:09.253470Z,0,-0.1,d,0.2,0.17,1.12,0,38.0,558,0,2,Egan,,0,Lack of match fitness - 25% chance of playing,0,179,0.2,1,486,54,0.0,662,0.03,,0.0,152,17,0.0,0.0,188,-0.1,0,0,506,91.2,151,123,482,0,224,25.0
481,John Fleck,49,MID,Sheffield Utd,683,0.00,0,782,0,3.3,0.0,1,26.0,0.35,489,0,3.19,False,3.15,0.0,0.0,1426,0.0,1,221,0,0,0,5.06,,0,504,-1,479,303,2024-02-04T18:53:18.011553Z,0,0.0,u,0.6,0.35,1.01,0,2.0,539,0,1,Fleck,,0,Transferred to Blackburn Rovers,0,203,0.8,3,417,13,0.0,220,0.35,,0.0,138,5,0.35,0.0,254,0.0,0,0,764,5.4,224,235,89,0,322,0.0
482,Wes Foderingham,44,GKP,Sheffield Utd,60505,0.00,0,276,160,87.2,,27,0.0,0.05,180,0,2.06,False,56.59,0.0,0.3,67684,0.04,1,9,0,127,1,2.74,,0,21,-1,650,38,,1,0.3,a,14.3,0.05,0.98,7,0.0,265,0,2,Foderingham,,121,,0,85,2.2,63,677,485,0.2,522,0.0,,4.41,24,75,0.0,0.8,32,0.3,1,0,294,870.4,9,75,2468,0,22,
483,Daniel Jebbison,48,FWD,Sheffield Utd,2556,0.00,0,780,12,0.0,25.0,0,0.0,0.00,821,0,0.0,False,0.00,0.0,0.0,3531,0.0,2,104,0,10,0,0.0,,0,820,-2,811,93,2023-08-06T23:30:06.119901Z,0,-0.1,d,0.0,0.00,0.0,0,0.0,821,0,0,Jebbison,,0,Lack of match fitness - 25% chance of playing,0,104,0.0,0,817,0,0.0,300,0.0,,0.0,62,0,0.0,0.0,104,-0.1,0,0,684,0.0,103,104,0,0,94,25.0
484,Max Lowe,43,DEF,Sheffield Utd,2049,0.58,0,565,2,14.0,0.0,3,29.3,0.06,429,0,1.93,False,8.49,0.13,0.0,7899,0.0,2,153,0,0,0,2.05,,0,390,-2,416,226,2024-02-19T00:30:08.234377Z,0,0.0,i,2.6,0.64,0.68,0,18.0,412,0,1,Lowe,,0,Ankle injury - Expected back 01 Jun,0,151,1.4,11,408,38,0.0,623,0.14,,0.0,131,9,0.01,0.0,144,0.0,0,1,593,93.4,150,149,395,0,234,0.0
485,Oliver McBurnie,54,FWD,Sheffield Utd,63136,6.91,2,174,840,107.5,0.0,15,195.9,1.98,121,0,1.95,False,27.74,0.49,0.1,55770,0.07,1,25,1,23,0,3.03,,6,191,-1,59,59,2024-04-24T23:00:09.361693Z,0,0.0,i,12.2,8.88,1.06,9,501.0,147,0,3,McBurnie,,0,Groin Injury - Expected back 01 Jun,0,28,3.1,66,192,225,0.4,112,0.63,1.0,0.0,33,43,0.14,2.0,26,0.0,1,3,382,377.4,20,23,1279,0,26,0.0
486,Iliman Ndiaye,55,FWD,Sheffield Utd,0,0.00,0,838,0,0.0,0.0,0,0.0,0.00,849,0,0.0,False,0.00,0.0,0.0,2176,0.0,0,108,0,0,0,0.0,,0,849,0,848,104,2023-08-02T07:28:59.550053Z,0,0.0,u,0.0,0.00,0.0,0,0.0,849,0,0,Ndiaye,,0,Permanent transfer to Marseille,0,108,0.0,0,849,0,0.0,106,0.0,,0.0,31,0,0.0,0.0,108,0.0,0,0,719,0.0,108,108,0,0,105,0.0
487,Rhys Norrington-Davies,39,DEF,Sheffield Utd,30264,0.00,0,436,80,2.0,0.0,2,11.7,0.00,502,0,2.13,False,2.58,0.0,0.1,26185,0.0,1,178,0,10,0,4.95,,0,498,-1,466,157,2024-02-10T20:30:08.290753Z,0,0.0,i,0.5,0.00,1.65,0,2.0,556,0,1,Norrington-Davies,,0,Hamstring injury - Expected back 01 Jun,0,167,0.4,2,447,12,0.0,832,0.0,,0.0,263,6,0.0,0.0,186,0.0,0,0,388,8.2,181,173,109,0,150,0.0
488,Oliver Norwood,48,MID,Sheffield Utd,10378,1.10,0,362,7,66.8,100.0,16,275.3,1.23,232,0,2.27,False,35.98,0.07,0.0,11673,0.0,2,116,0,7,0,2.96,4.0,1,232,-2,297,211,2023-12-06T22:00:10.467989Z,0,-0.2,a,8.8,2.33,1.01,3,82.0,389,0,8,Norwood,,0,,0,95,1.6,42,141,232,0.1,270,0.15,2.0,0.0,174,47,0.08,0.3,168,-0.2,0,0,595,311.2,95,151,1429,0,167,100.0
489,Ben Osborn,48,MID,Sheffield Utd,1355,0.22,0,169,6,41.6,100.0,13,201.9,0.92,315,0,1.89,False,28.43,0.01,0.0,3311,0.0,2,149,0,8,1,2.66,,0,321,-2,401,256,2023-08-27T23:00:07.645002Z,2,1.5,a,7.7,1.14,0.86,0,26.0,390,0,3,Osborn,,0,,0,118,1.6,37,186,178,0.4,281,0.07,,0.0,182,40,0.06,2.0,169,1.5,0,2,668,190.2,136,200,1355,0,80,100.0
490,William Osula,42,FWD,Sheffield Utd,301360,1.64,0,356,583,24.4,100.0,9,24.9,0.15,389,-1,2.34,False,20.19,0.19,0.8,378100,0.0,3,50,0,400,0,2.66,,0,468,-3,171,34,2023-09-13T01:00:07.758026Z,0,-0.2,a,6.0,1.79,1.04,0,200.0,432,1,4,Osula,,0,,0,57,1.2,25,420,27,0.1,680,0.21,,0.0,112,23,0.02,0.3,54,-0.2,0,1,211,27.0,53,42,778,0,45,100.0
576,Jack Robinson,43,DEF,Sheffield Utd,17385,1.08,0,357,33,90.5,100.0,29,143.5,0.77,167,0,1.9,False,57.06,0.04,0.1,21048,0.03,2,44,0,56,2,2.63,,1,85,-2,182,177,2024-04-10T11:00:09.067248Z,1,-0.2,a,7.4,1.85,0.97,1,184.0,468,0,8,Robinson,,0,,0,69,1.0,32,246,363,0.1,611,0.07,,0.0,122,79,0.03,0.3,166,-0.2,1,1,442,575.8,30,34,2703,0,122,100.0
587,Anis Slimane,47,MID,Sheffield Utd,1162,0.84,0,361,3,14.6,100.0,4,44.6,0.12,425,0,2.23,False,9.25,0.2,0.0,5821,0.24,3,193,0,6,1,3.37,,0,455,-3,315,243,2024-02-29T14:30:10.309102Z,0,-0.2,a,2.8,0.96,0.96,0,63.0,532,0,2,Slimane,,0,,0,195,0.9,13,376,25,0.1,325,0.23,,0.0,210,14,0.03,0.3,250,-0.2,1,0,646,38.0,199,159,374,0,166,100.0
592,Yasser Larouci,43,DEF,Sheffield Utd,1964,0.24,0,375,19,14.5,100.0,5,27.2,0.04,427,0,2.21,False,11.63,0.05,0.0,5138,0.0,2,152,0,9,0,1.9,,0,411,-2,364,208,2023-12-30T22:30:10.422438Z,0,-0.3,a,2.1,0.28,0.95,0,39.0,528,0,1,Larouci,,0,,0,154,0.9,9,415,59,0.0,647,0.06,,0.0,146,10,0.01,0.2,174,-0.3,0,0,539,78.8,158,122,473,0,133,100.0
593,Bénie Traoré,51,FWD,Sheffield Utd,7991,0.27,0,822,1,11.2,0.0,3,56.7,0.46,448,0,2.74,False,11.66,0.06,0.0,13470,0.0,4,55,0,0,0,3.05,,0,470,-4,384,84,2024-01-07T13:43:37.473896Z,0,0.0,u,2.2,0.73,0.7,0,31.0,418,0,0,T.Bénie,,0,On loan to Nantes until the end of the season,0,47,1.4,11,357,14,0.0,168,0.17,,0.0,41,13,0.11,0.0,52,0.0,0,0,604,25.8,54,57,383,0,101,0.0
638,Vini de Souza Costa,50,MID,Sheffield Utd,7063,0.61,0,267,20,78.7,100.0,28,99.0,0.45,200,0,1.98,False,54.80,0.02,0.0,6783,0.04,0,103,1,10,0,2.75,,1,96,0,211,214,2023-08-10T15:30:07.083501Z,1,0.5,a,14.0,1.06,1.01,4,152.0,298,0,2,Vini Souza,,0,,0,169,2.1,70,306,345,0.2,203,0.04,,0.0,124,76,0.02,1.0,123,0.5,1,1,601,537.4,37,116,2489,0,134,100.0
