id,name,now_cost,position,team,transfers_in,expected_goals,red_cards,form_rank,transfers_out_event,ict_index,chance_of_playing_this_round,starts,creativity,expected_assists,ict_index_rank,cost_change_event,expected_goals_conceded_per_90,in_dreamteam,expected_goals_conceded,expected_goals_per_90,selected_by_percent,transfers_out,clean_sheets_per_90,cost_change_start_fall,ict_index_rank_type,dreamteam_count,transfers_in_event,own_goals,goals_conceded_per_90,corners_and_indirect_freekicks_order,goals_scored,influence_rank,cost_change_start,threat_rank,selected_rank_type,news_added,event_points,ep_this,status,value_season,expected_goal_involvements,starts_per_90,bonus,threat,points_per_game_rank,cost_change_event_fall,yellow_cards,web_name,direct_freekicks_order,saves,news,penalties_saved,creativity_rank_type,points_per_game,total_points,creativity_rank,bps,value_form,now_cost_rank,expected_goal_involvements_per_90,penalties_order,saves_per_90,now_cost_rank_type,goals_conceded,expected_assists_per_90,form,points_per_game_rank_type,ep_next,clean_sheets,assists,selected_rank,influence,influence_rank_type,threat_rank_type,minutes,penalties_missed,form_rank_type,chance_of_playing_next_round
653,Femi Seriki,39,DEF,Sheffield Utd,6547,0.00,0,440,16,0.0,0.0,0,0.0,0.00,572,0,0.0,False,0.00,0.0,0.1,6845,0.0,1,196,0,0,0,0.0,,0,568,-1,515,188,2024-02-04T18:35:31.815466Z,0,0.0,u,0.0,0.00,0.0,0,0.0,584,0,0,Seriki,,0,Season-long loan to Rotherham United,0,194,0.0,0,554,0,0.0,836,0.0,,0.0,264,0,0.0,0.0,194,0.0,0,0,478,0.0,196,185,0,0,151,0.0
654,Louie Marsh,45,FWD,Sheffield Utd,3568,0.00,0,725,3,0.0,0.0,0,0.0,0.00,792,0,0.0,False,0.00,0.0,0.0,4919,0.0,0,93,0,0,0,0.0,,0,789,0,773,86,2023-09-01T21:50:15.739167Z,0,0.0,u,0.0,0.00,0.0,0,0.0,794,0,0,Marsh,,0,Season-long loan to Doncaster Rovers,0,92,0.0,0,785,0,0.0,481,0.0,,0.0,87,0,0.0,0.0,94,0.0,0,0,629,0.0,91,92,0,0,80,0.0
655,Andre Brooks,44,MID,Sheffield Utd,6925,0.45,0,259,16,18.2,,11,50.3,0.23,411,0,1.64,False,15.52,0.05,0.0,6662,0.11,1,186,0,15,0,2.86,,0,417,-1,338,206,,2,0.5,a,5.5,0.68,1.16,0,55.0,424,0,1,Brooks,,0,,0,192,1.3,24,366,80,0.2,601,0.07,,0.0,349,27,0.02,1.0,188,0.5,1,0,584,75.4,177,174,850,0,127,
656,Antwoine Hackford,44,FWD,Sheffield Utd,12007,0.00,0,621,12,0.0,0.0,0,0.3,0.00,713,0,0.98,False,0.12,0.0,0.1,12905,0.0,1,74,0,0,0,8.18,,0,711,-1,678,70,2024-02-02T15:31:33.418849Z,0,0.0,u,0.5,0.00,0.0,0,0.0,474,0,0,Hackford,,0,On loan to Burton Albion until the end of the season,0,66,1.0,2,504,5,0.0,585,0.0,,0.0,107,1,0.0,0.0,57,0.0,0,0,489,0.0,73,72,11,0,60,0.0
663,Gustavo Hamer,49,MID,Sheffield Utd,84976,2.79,0,57,374,167.6,100.0,32,856.3,4.27,44,0,1.87,False,56.63,0.09,0.2,72079,0.07,1,31,1,276,0,2.61,2.0,4,92,-1,132,103,2024-04-05T16:00:09.788041Z,2,3.5,a,21.2,7.05,1.06,5,275.0,144,0,9,Hamer,1.0,0,,0,11,3.1,104,15,436,0.8,239,0.23,,0.0,152,79,0.14,4.0,66,3.5,2,7,331,546.0,33,85,2728,0,28,100.0
666,Tom Davies,50,MID,Sheffield Utd,926,0.34,0,810,4,9.4,25.0,2,18.1,0.06,459,0,3.12,False,7.43,0.14,0.0,1059,0.0,0,205,0,5,0,4.63,,0,469,0,351,294,2024-03-30T21:00:10.413756Z,0,-0.1,d,1.4,0.40,0.84,0,48.0,541,0,2,T.Davies,,0,Lack of match fitness - 25% chance of playing,0,211,0.8,7,434,11,0.0,187,0.17,,0.0,113,11,0.03,0.0,255,-0.1,0,0,748,26.4,207,182,214,0,342,25.0
693,Luke Thomas,40,DEF,Sheffield Utd,10836,0.53,0,477,19,24.7,0.0,11,53.9,0.18,384,0,2.13,False,21.70,0.05,0.1,10024,0.0,0,136,0,0,0,2.85,,0,365,0,312,201,2024-01-15T07:29:55.802272Z,0,0.0,u,1.8,0.71,1.08,0,64.0,550,0,3,Thomas,,0,Loan terminated and has returned to  Leicester City,0,125,0.6,7,361,80,0.0,718,0.07,,0.0,188,29,0.02,0.0,181,0.0,0,0,516,127.8,140,101,916,0,174,0.0
730,Ryan Oné,44,MID,Sheffield Utd,781,0.00,0,630,1,0.0,,0,0.3,0.00,719,0,16.46,False,1.28,0.0,0.0,658,0.0,1,276,0,2,0,25.71,,0,716,-1,687,311,,0,-0.5,a,0.2,0.00,0.0,0,0.0,481,0,0,Oné,,0,,0,242,1.0,1,505,3,0.0,604,0.0,,0.0,351,2,0.0,0.0,216,-0.5,0,0,779,0.0,275,266,7,0,224,
731,Jili Buyabu,40,DEF,Sheffield Utd,1484,0.00,0,538,5,0.0,0.0,0,0.0,0.00,666,0,0.0,False,0.00,0.0,0.0,1557,0.0,0,257,0,0,0,0.0,,0,662,0,616,242,2024-02-04T18:39:25.650359Z,0,0.0,u,0.0,0.00,0.0,0,0.0,678,0,0,Buyabu,,0,Season-long loan to Motherwell,0,256,0.0,0,650,0,0.0,791,0.0,,0.0,241,0,0.0,0.0,255,0.0,0,0,673,0.0,257,251,0,0,215,0.0
759,Sydie Peck,44,MID,Sheffield Utd,585,0.00,0,629,3,0.0,,0,0.1,0.00,718,0,1.2,False,0.12,0.0,0.0,492,0.0,1,275,0,7,0,0.0,,0,715,-1,686,319,,0,-0.5,a,0.2,0.00,0.0,0,0.0,480,0,0,Peck,,0,,0,246,1.0,1,513,3,0.0,603,0.0,,0.0,350,0,0.0,0.0,215,-0.5,0,0,790,0.0,274,265,9,0,223,
775,Ben Brereton,50,MID,Sheffield Utd,70441,5.02,0,69,664,81.9,100.0,12,106.3,1.03,193,0,1.85,False,19.41,0.48,0.2,47121,0.0,0,99,1,243,0,3.14,,6,231,0,84,101,2024-02-10T20:30:08.588728Z,8,3.0,a,11.6,6.04,1.14,5,400.0,22,0,3,Brereton Díaz,,0,,0,162,4.8,58,293,172,0.7,192,0.58,,0.0,117,33,0.1,3.5,15,3.0,0,1,325,312.0,94,53,946,0,33,100.0
790,Ivo Grbic,45,GKP,Sheffield Utd,8939,0.00,0,294,120,25.6,100.0,9,0.0,0.01,379,0,1.67,False,14.32,0.0,0.0,5168,0.0,0,28,0,35,0,2.92,,0,276,0,696,72,2024-01-31T01:30:14.717439Z,0,0.2,a,3.3,0.01,1.05,0,0.0,372,0,1,Grbić,,37,,0,90,1.7,15,716,149,0.2,365,0.0,,4.32,19,25,0.0,0.7,36,0.2,0,0,522,257.6,27,82,771,0,24,100.0
822,Billy Blacker,45,FWD,Sheffield Utd,1770,0.00,0,745,26,0.0,,0,0.0,0.00,809,0,0.0,False,0.00,0.0,0.0,1036,0.0,0,101,0,32,0,0.0,,0,806,0,792,95,,0,-0.5,a,0.0,0.00,0.0,0,0.0,809,0,0,Blacker,,0,,0,101,0.0,0,803,0,0.0,509,0.0,,0.0,100,0,0.0,0.0,101,-0.5,0,0,689,0.0,99,101,0,0,89,
823,Oliver Arblaster,45,MID,Sheffield Utd,873,0.02,0,211,7,29.5,,9,127.7,0.81,357,0,1.79,False,16.27,0.0,0.0,441,0.0,0,162,0,34,1,2.75,,0,353,0,412,297,,2,1.0,a,3.6,0.83,0.99,0,21.0,388,0,1,Arblaster,,0,,0,149,1.6,16,258,113,0.3,480,0.09,,0.0,292,25,0.09,1.5,167,1.0,0,0,755,144.8,152,206,819,0,100,
827,Dovydas Sasnauskas,40,DEF,Sheffield Utd,291,0.00,0,542,1,0.0,,0,0.0,0.00,671,0,0.0,False,0.00,0.0,0.0,217,0.0,0,262,0,14,0,0.0,,0,667,0,621,258,,0,-0.5,a,0.0,0.00,0.0,0,0.0,682,0,0,Sasnauskas,,0,,0,261,0.0,0,655,0,0.0,796,0.0,,0.0,246,0,0.0,0.0,259,-0.5,0,0,743,0.0,262,256,0,0,219,
828,Sam Curtis,40,DEF,Sheffield Utd,590,0.00,0,531,7,0.0,,0,0.0,0.00,659,0,0.0,False,0.00,0.0,0.0,325,0.0,0,253,0,24,0,0.0,,0,655,0,608,253,,0,-0.5,a,0.0,0.00,0.0,0,0.0,671,0,0,Curtis,,0,,0,251,0.0,0,642,0,0.0,783,0.0,,0.0,236,0,0.0,0.0,251,-0.5,0,0,714,0.0,253,246,0,0,211,
857,Owen Hampson,45,MID,Sheffield Utd,40,0.00,0,744,1,0.0,,0,0.0,0.00,808,0,0.0,False,0.00,0.0,0.0,12,0.0,0,336,0,5,0,0.0,,0,805,0,791,369,,0,-0.5,a,0.0,0.00,0.0,0,0.0,808,0,0,Hampson,,0,,0,335,0.0,0,802,0,0.0,508,0.0,,0.0,306,0,0.0,0.0,337,-0.5,0,0,856,0.0,335,332,0,0,297,
450,Brennan Johnson,58,MID,Spurs,407433,8.52,0,137,3121,163.2,100.0,23,475.3,3.69,49,0,1.76,False,40.12,0.37,1.5,315527,0.18,2,35,1,2098,0,1.71,,5,139,-2,33,47,2024-04-03T07:00:09.620720Z,5,2.4,a,20.3,12.20,1.01,9,687.0,71,0,3,Johnson,,0,,0,51,3.7,118,65,358,0.4,79,0.53,,0.0,50,39,0.16,2.4,40,5.3,4,10,162,466.8,61,19,2047,0,64,100.0
491,Brandon Austin,39,GKP,Spurs,11146,0.00,0,430,37,0.0,,0,0.0,0.00,564,0,0.0,False,0.00,0.0,0.2,17917,0.0,1,54,0,36,0,0.0,,0,560,-1,507,47,,0,0.0,a,0.0,0.00,0.0,0,0.0,576,0,0,Austin,,0,,0,37,0.0,0,546,0,0.0,823,0.0,,0.0,83,0,0.0,0.0,54,0.5,0,0,340,0.0,54,24,0,0,46,
492,Rodrigo Bentancur,54,MID,Spurs,10842,1.73,0,209,36,45.8,100.0,11,154.5,0.99,297,0,1.88,False,17.81,0.18,0.0,9495,0.0,1,142,0,87,0,2.53,,1,332,-1,231,194,2023-11-26T22:00:10.620789Z,2,1.6,a,5.2,2.72,1.16,0,133.0,419,0,6,Bentancur,,0,,0,141,1.4,28,234,136,0.3,116,0.28,,0.0,69,24,0.1,1.6,185,3.7,0,1,555,173.4,140,126,853,0,98,100.0
493,Yves Bissouma,50,MID,Spurs,86336,1.18,2,265,61,77.9,100.0,25,258.2,1.62,202,0,1.83,False,40.55,0.05,0.3,98442,0.32,0,104,0,91,0,1.53,,0,189,0,224,94,2023-12-16T08:00:10.207505Z,1,1.0,a,8.4,2.80,1.13,0,139.0,394,0,8,Bissouma,4.0,0,,0,100,1.6,42,150,300,0.2,200,0.12,,0.0,121,34,0.07,1.0,173,2.5,7,0,292,381.4,80,122,1996,0,132,100.0
494,Bryan Gil Salvatierra,49,MID,Spurs,1977,0.67,0,391,3,15.9,100.0,2,70.1,0.24,420,0,3.24,False,7.19,0.3,0.0,2036,0.0,1,192,0,13,0,4.95,,0,467,-1,326,261,2023-08-04T11:00:04.405468Z,0,0.2,a,2.4,0.91,0.9,0,59.0,449,0,0,Bryan,,0,,0,180,1.1,12,334,41,0.0,255,0.41,,0.0,162,11,0.11,0.2,206,0.9,0,0,676,28.6,206,166,200,0,178,100.0
495,Ben Davies,43,DEF,Spurs,56923,2.34,0,307,670,50.3,0.0,12,81.0,0.57,277,0,1.86,False,22.43,0.19,0.4,96785,0.08,2,90,0,2,0,1.74,,1,245,-2,238,107,2024-05-01T10:30:10.698766Z,0,0.0,i,7.9,2.91,1.0,0,124.0,304,0,2,Davies,,0,Calf injury - Expected back 01 Jun,0,105,2.0,34,322,216,0.1,621,0.24,,0.0,130,21,0.05,0.6,103,0.0,1,2,259,294.8,90,64,1085,0,97,0.0
496,Eric Dier,42,DEF,Spurs,33518,0.00,0,548,45,6.0,0.0,1,1.0,0.03,474,0,3.18,False,7.04,0.0,0.3,108949,0.0,3,170,0,0,0,3.62,,0,439,-3,457,114,2024-01-12T16:44:42.318683Z,0,0.0,u,0.5,0.03,0.45,0,4.0,553,0,0,Dier,,0,On loan to Bayern Munich until the end of the season,0,183,0.5,2,493,31,0.0,661,0.01,,0.0,151,8,0.01,0.0,184,0.0,0,0,282,55.8,167,170,199,0,223,0.0
497,Emerson Leite de Souza Junior,43,DEF,Spurs,172315,0.22,0,577,185,46.2,,11,114.3,0.85,294,0,2.27,False,28.65,0.02,0.7,207390,0.0,2,98,0,868,0,2.45,,1,246,-2,346,87,,-1,0.0,a,6.0,1.07,0.87,4,51.0,433,0,4,E.Royal,,0,,0,81,1.2,26,273,229,0.0,643,0.09,,0.0,144,31,0.07,0.0,148,0.5,0,0,219,293.2,91,111,1138,0,242,
498,Fraser Forster,38,GKP,Spurs,88147,0.00,0,403,965,0.0,0.0,0,0.0,0.00,548,0,0.0,False,0.00,0.0,1.7,296504,0.0,2,41,0,171,0,0.0,,0,544,-2,483,23,2024-02-16T14:00:09.878781Z,0,0.0,i,0.0,0.00,0.0,0,0.0,560,0,0,Forster,,0,Foot injury - Expected back 01 Jun,0,18,0.0,0,524,0,0.0,848,0.0,,0.0,94,0,0.0,0.0,41,0.0,0,0,157,0.0,41,5,0,0,28,0.0
499,Pierre-Emile Højbjerg,51,MID,Spurs,21030,0.64,0,321,76,55.9,,7,189.4,1.51,258,0,1.9,False,24.93,0.05,0.3,57107,0.08,4,128,0,137,1,2.06,,0,267,-4,266,99,,0,0.6,a,6.9,2.14,0.53,0,104.0,450,0,4,Højbjerg,3.0,0,,0,127,1.1,35,202,216,0.1,160,0.17,,0.0,98,27,0.12,0.6,207,1.7,1,0,313,264.0,111,142,1179,0,152,
500,Harry Kane,125,FWD,Spurs,565,0.00,0,858,15,0.0,0.0,0,0.0,0.00,859,0,0.0,False,0.00,0.0,0.6,322105,0.0,0,113,0,0,0,0.0,,0,859,0,859,40,2023-08-12T09:23:00.234032Z,0,0.0,u,0.0,0.00,0.0,0,0.0,859,0,0,Kane,,0,Transferred to Bayern Munich,0,113,0.0,0,859,0,0.0,3,0.0,,0.0,2,0,0.0,0.0,113,0.0,0,0,235,0.0,113,113,0,0,113,0.0
501,Dejan Kulusevski,67,MID,Spurs,1041044,3.76,0,224,1088,227.5,100.0,29,875.8,6.23,17,0,1.65,False,47.01,0.13,2.0,1014964,0.25,3,12,2,1640,0,1.55,3.0,6,77,-3,22,36,2023-12-28T22:00:10.775100Z,2,1.4,a,16.6,9.98,1.02,11,802.0,108,0,7,Kulusevski,,0,,0,10,3.4,111,14,414,0.2,40,0.35,,0.0,24,44,0.22,1.4,52,3.3,7,3,139,597.8,27,11,2560,0,107,100.0
502,Hugo Lloris,47,GKP,Spurs,33336,0.00,0,757,71,0.0,0.0,0,0.0,0.00,816,0,0.0,False,0.00,0.0,0.5,79407,0.0,3,97,0,0,0,0.0,,0,814,-3,801,34,2024-02-01T07:16:19.275252Z,0,0.0,u,0.0,0.00,0.0,0,0.0,817,0,0,Lloris,,0,Permanent move to Los Angeles FC,0,93,0.0,0,811,0,0.0,302,0.0,,0.0,12,0,0.0,0.0,97,0.0,0,0,242,0.0,97,86,0,0,96,0.0
503,Giovani Lo Celso,48,MID,Spurs,37588,0.54,0,262,21,56.9,100.0,4,250.6,1.78,255,0,2.16,False,11.60,0.1,0.1,46277,0.19,2,125,1,45,0,2.05,,2,303,-2,268,157,2024-01-06T22:30:10.627213Z,1,1.0,a,9.4,2.32,0.74,6,103.0,279,0,2,Lo Celso,,0,,0,105,2.2,45,157,185,0.2,288,0.43,,0.0,187,11,0.33,1.0,113,2.5,1,2,477,214.4,127,143,484,0,129,100.0
504,James Maddison,78,MID,Spurs,5628222,4.97,0,227,6628,187.8,100.0,23,805.5,5.43,35,0,1.38,False,28.75,0.24,10.0,5987425,0.29,-3,26,0,5496,0,1.35,1.0,4,93,3,56,14,2023-11-06T23:30:09.609885Z,1,1.4,a,13.5,10.40,1.11,9,529.0,41,0,4,Maddison,2.0,0,,0,18,4.2,105,24,432,0.2,17,0.5,2.0,0.0,10,28,0.26,1.4,26,3.3,6,9,43,544.6,34,34,1873,0,110,100.0
505,Tanguy Ndombélé Alvaro,44,MID,Spurs,12864,0.00,0,605,16,0.0,0.0,0,0.0,0.00,699,0,0.0,False,0.00,0.0,0.2,51473,0.0,1,261,0,0,0,0.0,,0,697,-1,663,108,2023-09-07T15:49:59.768785Z,0,0.0,u,0.0,0.00,0.0,0,0.0,712,0,0,Ndombele,,0,On loan to Galatasaray with an option to buy for €15m,0,262,0.0,0,690,0,0.0,559,0.0,,0.0,323,0,0.0,0.0,270,0.0,0,0,361,0.0,260,249,0,0,205,0.0
506,Pedro Porro,58,DEF,Spurs,5768233,2.62,0,122,7171,185.3,100.0,32,815.8,5.94,36,0,1.73,False,54.63,0.08,19.4,4100568,0.19,-8,2,1,68225,0,1.62,4.0,1,43,8,125,5,2024-04-13T23:00:09.158751Z,0,2.6,a,19.3,8.56,1.02,17,301.0,94,0,3,Pedro Porro,1.0,0,,0,5,3.5,112,23,645,0.4,80,0.27,,0.0,8,51,0.19,2.6,17,5.7,6,8,16,733.0,11,9,2835,0,34,100.0
507,Ivan Perišić,47,DEF,Spurs,58691,0.12,0,758,42,14.0,0.0,0,71.2,0.80,430,0,1.32,False,1.44,0.11,0.7,294516,0.0,3,154,0,0,0,0.92,,0,453,-3,399,88,2023-09-20T12:30:08.524991Z,0,0.0,u,1.3,0.92,0.0,0,27.0,437,0,2,Perišić,,0,Joined Hajduk Split on a season-long loan,0,111,1.2,6,332,34,0.0,303,0.84,,0.0,34,1,0.73,0.0,150,0.0,0,1,222,41.6,170,142,98,0,267,0.0
509,Richarlison de Andrade,68,MID,Spurs,2604746,9.49,0,139,1128,141.4,100.0,18,197.0,1.42,78,0,1.56,False,25.59,0.58,2.6,2787492,0.43,2,54,2,4781,0,1.09,,11,113,-2,28,34,2024-04-05T13:00:09.665190Z,9,2.4,a,17.9,10.91,1.09,7,716.0,33,0,3,Richarlison,,0,,0,121,4.4,122,190,305,0.4,36,0.67,2.0,0.0,20,18,0.09,2.4,24,5.3,7,4,120,506.6,46,15,1481,0,66,100.0
510,Joe Rodon,40,DEF,Spurs,0,0.00,0,468,6,0.0,0.0,0,0.0,0.00,597,0,0.0,False,0.00,0.0,0.1,14797,0.0,0,211,0,0,0,0.0,,0,593,0,544,199,2023-08-11T10:47:30.310788Z,0,0.0,u,0.0,0.00,0.0,0,0.0,610,0,0,Rodon,,0,Season long loan to Leeds United,0,209,0.0,0,579,0,0.0,708,0.0,,0.0,182,0,0.0,0.0,210,0.0,0,0,508,0.0,211,203,0,0,168,0.0
511,Cristian Romero,51,DEF,Spurs,3363243,2.65,1,191,3760,107.1,100.0,30,144.8,1.38,122,0,1.74,False,48.70,0.09,10.9,2577167,0.21,-6,22,1,30169,1,1.54,,5,41,6,181,12,2023-12-23T20:00:09.895702Z,0,1.8,a,19.4,4.03,1.07,15,185.0,120,0,6,Romero,,0,,0,68,3.3,99,244,548,0.4,162,0.14,,0.0,19,43,0.05,1.8,25,4.1,6,0,37,738.6,9,33,2520,0,56,100.0
512,Davinson Sánchez,44,DEF,Spurs,2363,0.12,0,598,6,2.6,0.0,0,5.0,0.03,496,0,2.39,False,2.02,0.14,0.1,15090,0.0,1,175,0,0,0,2.37,,0,483,-1,459,184,2023-09-07T15:50:57.233998Z,0,0.0,u,0.0,0.15,0.0,0,4.0,705,0,1,Sánchez,,0,Permanent transfer to Galatasaray,0,170,0.0,0,461,9,0.0,539,0.18,,0.0,93,2,0.04,0.0,267,0.0,0,0,464,17.0,173,172,76,0,249,0.0
513,Pape Matar Sarr,44,MID,Spurs,708496,2.98,0,240,994,101.9,100.0,24,339.3,1.94,136,0,1.57,False,31.91,0.15,1.6,679457,0.39,1,80,0,1092,0,1.23,,3,187,-1,128,45,2023-12-30T22:30:10.203117Z,1,1.2,a,18.4,4.92,1.18,4,290.0,195,0,7,Sarr,,0,,0,79,2.6,81,113,362,0.3,582,0.25,,0.0,336,25,0.1,1.2,84,2.9,8,3,158,384.0,79,82,1827,0,115,100.0
514,Ryan Sessegnon,44,DEF,Spurs,1023,0.00,0,599,4,0.0,0.0,0,0.0,0.00,693,0,0.0,False,0.00,0.0,0.0,1371,0.0,1,269,0,3,0,0.0,,0,691,-1,657,257,2024-01-25T17:30:09.780054Z,0,0.0,i,0.0,0.00,0.0,0,0.0,706,0,0,Sessegnon,,0,Hamstring injury - Expected back 01 Jun,0,269,0.0,0,684,0,0.0,540,0.0,,0.0,94,0,0.0,0.0,268,0.0,0,0,740,0.0,269,267,0,0,250,0.0
515,Oliver Skipp,45,MID,Spurs,9755,0.72,0,380,21,24.7,100.0,4,117.3,0.49,385,0,2.34,False,15.58,0.11,0.1,25669,0.0,5,173,0,23,0,2.26,,0,415,-5,334,141,2024-04-26T15:00:10.233621Z,1,0.2,a,4.2,1.21,0.6,0,56.0,446,0,2,Skipp,,0,,0,155,1.1,19,270,91,0.0,377,0.18,,0.0,229,15,0.07,0.2,204,0.9,0,0,446,76.6,176,171,598,0,171,100.0
516,Son Heung-min,99,MID,Spurs,10332295,10.63,0,45,22002,262.3,100.0,31,778.5,6.74,12,0,1.68,True,49.92,0.36,31.8,7805138,0.24,-9,8,4,44611,1,1.62,,17,18,9,12,4,2023-12-30T22:30:10.238220Z,7,4.4,a,20.4,17.37,1.05,24,956.0,7,0,1,Son,,0,,0,21,6.3,202,27,667,0.4,5,0.59,1.0,0.0,3,48,0.23,4.4,5,9.3,7,9,8,889.0,9,7,2667,0,21,100.0
517,Djed Spence,40,DEF,Spurs,6594,0.00,0,472,15,0.0,0.0,0,0.0,0.00,601,0,0.0,False,0.00,0.0,0.2,47767,0.0,0,213,0,0,0,0.0,,0,597,0,549,142,2023-08-31T08:53:56.855071Z,0,0.0,u,0.0,0.00,0.0,0,0.0,614,0,0,Spence,,0,Season-long loan to Leeds United,0,211,0.0,0,584,0,0.0,713,0.0,,0.0,184,0,0.0,0.0,212,0.0,0,0,345,0.0,213,205,0,0,170,0.0
518,Japhet Tanganga,40,DEF,Spurs,11423,0.00,0,464,31,0.0,0.0,0,0.0,0.00,593,0,0.0,False,0.00,0.0,0.3,69689,0.0,0,208,0,0,0,0.0,,0,589,0,540,125,2023-09-01T15:33:02.832710Z,0,0.0,u,0.0,0.00,0.0,0,0.0,606,0,0,Tanganga,,0,Season-long loan to Augsburg,0,206,0.0,0,575,0,0.0,703,0.0,,0.0,178,0,0.0,0.0,207,0.0,0,0,303,0.0,208,200,0,0,165,0.0
519,Destiny Udogie,50,DEF,Spurs,3459005,2.42,1,345,16321,117.3,0.0,28,357.9,2.36,104,0,1.83,False,48.70,0.09,6.0,3175776,0.19,-5,15,3,66,0,1.62,,2,97,5,130,21,2024-04-20T22:30:09.301671Z,0,0.0,i,15.8,4.78,1.05,8,279.0,179,0,5,Udogie,,0,Thigh injury - Expected back 01 Jun,0,19,2.8,79,104,402,0.1,210,0.18,,0.0,25,43,0.09,0.4,45,0.0,5,3,56,534.8,36,10,2391,0,117,0.0
520,Guglielmo Vicario,53,GKP,Spurs,1753679,0.00,0,208,4430,86.1,,35,0.0,0.00,183,0,1.71,False,59.73,0.0,8.3,1148215,0.17,-3,10,1,12246,0,1.66,,0,23,3,841,11,,2,1.6,a,19.2,0.00,1.0,9,0.0,168,0,2,Vicario,,104,,0,98,2.9,102,843,665,0.3,136,0.0,,2.97,5,58,0.0,1.6,24,3.7,6,0,50,859.8,10,96,3150,0,20,
521,Alfie Whiteman,39,GKP,Spurs,19391,0.00,0,427,49,0.0,100.0,0,0.0,0.00,561,0,0.0,False,0.00,0.0,0.2,27867,0.0,1,52,0,24,0,0.0,,0,557,-1,504,46,2023-08-11T16:00:08.892883Z,0,0.0,a,0.0,0.00,0.0,0,0.0,573,0,0,Whiteman,,0,,0,35,0.0,0,543,0,0.0,819,0.0,,0.0,81,0,0.0,0.0,52,0.5,0,0,339,0.0,52,22,0,0,44,100.0
583,Manor Solomon,51,MID,Spurs,18991,0.41,0,820,9,28.0,0.0,2,144.3,0.75,363,0,0.82,False,1.79,0.19,0.1,29033,0.0,4,164,1,3,0,0.92,,0,419,-4,319,148,2023-10-06T15:30:09.250334Z,0,0.0,i,2.7,1.16,0.92,2,61.0,180,0,1,Solomon,,0,Knee injury - Expected back 01 Jun,0,146,2.8,14,245,53,0.0,164,0.53,,0.0,100,2,0.34,0.0,81,0.0,0,2,461,73.4,179,161,196,0,351,0.0
639,Micky van de Ven,44,DEF,Spurs,1031074,0.40,0,168,1109,59.0,100.0,24,47.5,0.29,251,0,1.46,False,33.71,0.02,2.6,834795,0.17,1,77,2,10356,0,1.52,,2,128,-1,323,48,2024-03-10T23:00:09.090034Z,-1,2.0,a,14.3,0.69,1.04,7,59.0,196,0,5,Van de Ven,,0,,0,129,2.6,63,371,430,0.5,590,0.03,,0.0,116,35,0.01,2.0,55,4.5,4,0,119,482.2,45,106,2071,0,51,100.0
640,Dane Scarlett,45,FWD,Spurs,10654,0.00,0,381,47,0.0,100.0,0,0.1,0.00,759,0,0.9,False,0.02,0.0,0.1,32817,0.0,0,86,0,41,0,0.0,,0,756,0,736,60,2024-01-12T15:00:12.855944Z,0,0.2,a,0.4,0.00,0.0,0,0.0,490,0,0,Scarlett,,0,,0,68,1.0,2,515,4,0.0,437,0.0,,0.0,78,0,0.0,0.2,60,0.9,0,0,384,0.0,84,84,2,0,48,100.0
641,Alejo Véliz,54,FWD,Spurs,8936,0.42,0,834,6,6.5,0.0,0,0.9,0.00,472,0,3.76,False,1.88,0.84,0.1,12994,0.0,1,58,0,0,0,4.0,,1,461,-1,390,73,2024-01-04T15:00:12.075073Z,0,0.0,u,2.0,0.42,0.0,0,29.0,421,0,1,Veliz,,0,Season-long loan to Sevilla,0,63,1.4,11,494,40,0.0,123,0.84,,0.0,34,2,0.0,0.0,53,0.0,0,0,512,35.2,52,58,45,0,103,0.0
702,Ashley Phillips,40,DEF,Spurs,11218,0.00,0,530,6,0.0,0.0,0,0.0,0.00,658,0,0.0,False,0.00,0.0,0.1,10625,0.0,0,252,0,0,0,0.0,,0,654,0,607,191,2024-01-09T10:24:50.389101Z,0,0.0,u,0.0,0.00,0.0,0,0.0,670,0,0,Phillips,,0,On loan to Plymouth until the end of the season,0,250,0.0,0,641,0,0.0,782,0.0,,0.0,235,0,0.0,0.0,250,0.0,0,0,488,0.0,252,245,0,0,210,0.0
722,Jamie Donley,45,FWD,Spurs,9205,0.00,0,706,26,0.3,,0,0.0,0.00,531,0,15.6,False,0.52,0.0,0.1,7710,0.0,0,66,0,40,0,30.0,,0,520,0,754,74,,0,0.0,a,0.4,0.00,0.0,0,0.0,546,0,1,Donley,,0,,0,87,0.7,2,767,3,0.0,459,0.0,,0.0,81,1,0.0,0.0,72,0.5,0,0,515,3.0,62,87,3,0,75,
740,Alfie Dorrington,40,DEF,Spurs,2933,0.00,0,523,30,0.0,,0,0.0,0.00,651,0,0.0,False,0.00,0.0,0.0,2286,0.0,0,245,0,50,0,0.0,,0,647,0,600,225,,0,0.0,a,0.0,0.00,0.0,0,0.0,663,0,0,Dorrington,,0,,0,243,0.0,0,634,0,0.0,774,0.0,,0.0,227,0,0.0,0.0,243,0.5,0,0,591,0.0,245,238,0,0,203,
